Protein_ID,Label
P52788-2,1
P52789,4
P52798,1
P52799,3
P52815,7
P52823,1
P52824,2
P52849,1
P52888,6
P52888-2,2
P52895,5
P52895-2,2
P52907,10
P52926,5
P52943,4
P52943-2,1
P52948,9
P52948-2,2
P52948-3,2
P52948-4,1
P52948-5,1
P52948-6,2
P52951,1
P52952,1
P53004,8
P53007,8
P53041,5
P53350,5
P53355,2
P53365,5
P53367,7
P53367-2,1
P53370,1
P53384,2
P53384-2,2
P53396,10
P53396-2,1
P53420,1
P53567,3
P53582,4
P53597,7
P53602,5
P53609,3
P53611,3
P53618,8
P53621,7
P53621-2,1
P53634,5
P53667,2
P53671,2
P53673,1
P53674,2
P53675,6
P53675-2,3
P53677,3
P53680,6
P53680-2,1
P53701,5
P53708,2
P53778,3
P53779,2
P53794,1
P53801,4
P53803,1
P53804,4
P53804-2,1
P53805,2
P53814,4
P53814-5,1
P53816,2
P53985,7
P53990,6
P53990-2,2
P53990-3,1
P53990-4,1
P53990-5,1
P53992,5
P53992-2,2
P53999,8
P54098,2
P54105,2
P54107,1
P54108,1
P54132,6
P54136,8
P54136-2,2
P54198,3
P54198-2,1
P54219,1
P54252,4
P54252-1,1
P54253,1
P54259,3
P54274,4
P54274-2,2
P54277,6
P54277-3,1
P54278,4
P54278-2,1
P54278-3,1
P54278-4,1
P54289,1
P54289-4,1
P54296,1
P54368,1
P54577,8
P54578,7
P54578-2,2
P54578-3,2
P54619,5
P54619-2,2
P54619-3,2
P54646,5
P54652,8
P54687,3
P54687-3,1
P54707,3
P54709,4
P54725,5
P54725-2,3
P54725-3,2
P54727,6
P54750,3
P54750-3,1
P54753,1
P54756,1
P54760,2
P54762,2
P54764,2
P54792,1
P54793,1
P54802,2
P54803,1
P54819,6
P54819-2,2
P54819-3,2
P54819-5,2
P54826,2
P54840,3
P54845,1
P54851,1
P54855,2
P54868,5
P54886,9
P54886-2,1
P54920,5
P55008,4
P55010,8
P55011,8
P55011-3,1
P55017,2
P55036,7
P55036-2,1
P55039,4
P55040,1
P55042,1
P55055,2
P55058,1
P55060,5
P55060-2,2
P55060-3,2
P55060-4,2
P55061,3
P55064,1
P55072,10
P55075,1
P55081,6
P55082,1
P55083,1
P55084,7
P55084-2,2
P55085,1
P55087,2
P55103,2
P55107,1
P55145,5
P55157,1
P55160,4
P55196,6
P55196-5,1
P55197,4
P55197-1,1
P55198,3
P55199,3
P55201,4
P55201-2,2
P55201-3,1
P55201-4,1
P55209,6
P55209-2,2
P55209-3,2
P55210,5
P55210-2,1
P55210-3,2
P55211,3
P55212,3
P55263,6
P55263-3,1
P55265,7
P55265-2,1
P55265-3,1
P55265-4,2
P55265-5,3
P55268,4
P55283,1
P55285,2
P55287,2
P55289,1
P55291,2
P55316,2
P55317,3
P55317-2,1
P55327,5
P55327-2,1
P55327-3,1
P55345,1
P55347,2
P55735,6
P55735-3,1
P55769,7
P55771,1
P55773,1
P55786,7
P55786-2,1
P55789,2
P55795,7
P55809,5
P55854,6
P55854-2,2
P55884,8
P55884-2,3
P55895,1
P55957,1
P56134,3
P56177,1
P56178,1
P56180,1
P56181,1
P56181-2,1
P56182,4
P56192,7
P56192-2,1
P56199,3
P56202,2
P56211,3
P56211-2,2
P56270,2
P56270-2,1
P56277,2
P56282,3
P56373,1
P56377,2
P56378,4
P56381,7
P56385,5
P56470,1
P56524,3
P56537,1
P56539,1
P56545,4
P56556,3
P56559,2
P56589,3
P56597,1
P56645,2
P56693,3
P56704,1
P56705,1
P56715,1
P56747,1
P56749,1
P56817,3
P56915,1
P56937,2
P56937-2,2
P56937-3,2
P56945,2
P56945-4,1
P56962,2
P57052,1
P57053,6
P57054,1
P57057,2
P57058,3
P57059,2
P57060,2
P57071,2
P57073,3
P57075,2
P57076,6
P57077,1
P57078,1
P57078-2,1
P57081,4
P57081-2,1
P57081-3,1
P57086,2
P57087,2
P57088,4
P57103,1
P57105,2
P57678,3
P57679,1
P57682,1
P57721,5
P57721-2,2
P57721-3,2
P57721-4,2
P57721-5,2
P57723,3
P57723-2,1
P57727,1
P57727-3,1
P57727-4,1
P57730,1
P57735,1
P57737,3
P57737-2,2
P57737-3,2
P57737-4,2
P57739,1
P57740,4
P57764,1
P57768,2
P57771-2,1
P57772,5
P57772-2,1
P57773,1
P57775,1
P57789,1
P57796,1
P58004,2
P58005,1
P58012,3
P58107,4
P58166,2
P58182,1
P58215,1
P58317,3
P58335,2
P58335-2,1
P58335-4,1
P58340,3
P58340-3,1
P58397,3
P58418,1
P58511,2
P58546,7
P58549,1
P58557,1
P58658,1
P58743,1
P58876,9
P59044,3
P59045,2
P59045-2,1
P59046,1
P59047,1
P59074,2
P59190,2
P59282,1
P59510,2
P59768,1
P59773,1
P59780,2
P59817,2
P59827,2
P59827-2,1
P59910,2
P59923,3
P59998,5
P59998-2,2
P59998-3,2
P60002,4
P60008,2
P60033,1
P60059,2
P60174,10
P60174-1,2
P60174-4,1
P60201,1
P60228,7
P60468,3
P60484,3
P60510,3
P60520,3
P60604,6
P60606,1
P60608,1
P60660,7
P60660-2,2
P60709,9
P60763,4
P60842,10
P60842-2,3
P60866,8
P60866-2,4
P60880,3
P60880-2,1
P60891,5
P60891-2,2
P60896,3
P60900,9
P60900-2,3
P60900-3,3
P60903,8
P60953,5
P60953-1,2
P60981,7
P60983,5
P61006,5
P61009,5
P61011,7
P61011-2,2
P61018,2
P61019,6
P61019-2,1
P61020,3
P61024,6
P61026,6
P61073,1
P61073-2,1
P61077,4
P61077-2,1
P61081,7
P61086,7
P61086-2,2
P61086-3,2
P61088,8
P61106,6
P61129,2
P61158,7
P61160,9
P61160-2,3
P61163,7
P61201,5
P61201-2,1
P61204,2
P61204-2,1
P61218,3
P61221,8
P61224,6
P61225,2
P61244,3
P61244-2,1
P61244-6,1
P61247,9
P61254,8
P61289,7
P61289-2,2
P61289-3,2
P61296,3
P61313,6
P61313-2,2
P61326,7
P61326-2,3
P61328,1
P61353,9
P61366,1
P61421,5
P61457,5
P61513,7
P61565,2
P61576,1
P61586,6
P61587,1
P61599,3
P61601,3
P61604,10
P61619,4
P61619-3,1
P61647,2
P61758,7
P61758-2,2
P61764,6
P61764-2,1
P61769,7
P61803,1
P61812,2
P61812-2,1
P61916,4
P61923,5
P61927,6
P61952,3
P61956,7
P61956-2,3
P61960,3
P61962,2
P61964,7
P61966,4
P61966-2,1
P61968,1
P61970,4
P61978,9
P61978-2,4
P61978-3,4
P61981,9
P62068,1
P62070,3
P62072,4
P62079,2
P62081,9
P62136,7
P62136-2,3
P62136-3,2
P62140,6
P62166,3
P62191,7
P62191-2,3
P62195,6
P62195-2,2
P62241,8
P62244,6
P62249,8
P62253,2
P62256,3
P62256-2,3
P62258,9
P62258-2,2
P62263,7
P62266,7
P62269,7
P62273,5
P62277,7
P62280,8
P62304,7
P62306,5
P62308,5
P62310,2
P62312,5
P62314,5
P62316,5
P62318,7
P62318-2,2
P62324,1
P62328,8
P62330,5
P62333,8
P62341,1
P62380,1
P62424,9
P62487,3
P62491,7
P62495,8
P62502,1
P62508,3
P62633,7
P62684,1
P62699,2
P62701,8
P62714,2
P62736,6
P62745,3
P62750,7
P62753,9
P62760,3
P62805,15
P62807,9
P62820,8
P62826,10
P62829,7
P62834,6
P62837,2
P62841,8
P62847,6
P62847-2,1
P62847-4,2
P62851,9
P62854,6
P62857,6
P62861,3
P62873,5
P62875,1
P62877,3
P62879,3
P62888,9
P62891,3
P62899,8
P62899-2,3
P62899-3,2
P62906,9
P62910,5
P62913,8
P62913-2,3
P62917,8
P62937,10
P62937-2,4
P62942,6
P62979,9
P62987,7
P62993,5
P62993-2,2
P62995,5
P62995-3,2
P63000,8
P63000-2,3
P63010,7
P63010-2,2
P63027,2
P63092,5
P63092-2,1
P63092-3,1
P63092-4,1
P63096,6
P63098,4
P63104,10
P63104-2,2
P63128,1
P63146,2
P63151,6
P63151-2,1
P63162,4
P63165,6
P63167,7
P63172,1
P63173,5
P63208,5
P63208-2,1
P63211,1
P63215,2
P63218,4
P63220,9
P63241,8
P63241-2,3
P63244,8
P63252,1
P63261,6
P63267,4
P63267-2,3
P63272,3
P63279,7
P63302,2
P63313,8
P63316,2
P67775,5
P67809,4
P67812,4
P67812-2,1
P67870,6
P67936,9
P67936-2,2
P68032,7
P68036,7
P68036-2,2
P68036-3,2
P68104,11
P68133,7
P68363,5
P68363-2,2
P68366,6
P68366-2,4
P68371,7
P68400,7
P68402,4
P68431,14
P68543,2
P68543-2,1
P68871,5
P68950,1
P69849,4
P69891,3
P69892,3
P69905,6
P78310,2
P78310-2,1
P78310-4,1
P78312,5
P78314,2
P78316,6
P78316-2,1
P78317,1
P78318,4
P78324,2
P78324-2,1
P78325,1
P78329,2
P78330,4
P78332,5
P78333,1
P78337,3
P78344,9
P78345,5
P78346,3
P78346-2,2
P78347,9
P78347-2,2
P78347-3,2
P78347-4,2
P78348,1
P78356,2
P78356-2,2
P78357,2
P78358,1
P78362,3
P78362-2,1
P78363,1
P78364,5
P78367,1
P78368,4
P78371,9
P78371-2,2
P78380,2
P78381,1
P78382,1
P78385,1
P78386,2
P78395,3
P78406,8
P78410,1
P78411,1
P78413,1
P78415,2
P78417,8
P78417-2,2
P78417-3,2
P78424,1
P78426,1
P78504,2
P78508,1
P78509,2
P78524,4
P78527,10
P78527-2,3
P78536,3
P78536-2,2
P78537,2
P78540,2
P78543,1
P78545,3
P78545-2,2
P78549,2
P78552,1
P78559,6
P78560,1
P78563,4
P78563-3,1
P79483,1
P79522,2
P80108,2
P80188,3
P80192,2
P80217,1
P80217-2,2
P80294,1
P80297,2
P80303,6
P80303-2,1
P80370,1
P80404,3
P80511,1
P80723,6
P81133,2
P81274,2
P81408,1
P81408-4,1
P81534,1
P81605,1
P81605-2,1
P81877,3
P82094,5
P82094-2,1
P82251,1
P82650,5
P82663,4
P82664,5
P82673,5
P82675,8
P82909,3
P82912,2
P82912-2,1
P82912-3,1
P82914,6
P82921,3
P82930,3
P82932,5
P82933,7
P82970,5
P82979,10
P82980,1
P82987,2
P82987-2,1
P83105,1
P83110-2,1
P83111,7
P83111-2,2
P83369,2
P83436,2
P83731,9
P83876,3
P83881,6
P83916,6
P84022,4
P84022-2,1
P84022-3,1
P84022-4,1
P84074,1
P84077,4
P84085,2
P84090,7
P84095,3
P84098,8
P84101,3
P84101-4,1
P84103,7
P84103-2,4
P84157,2
P84157-2,1
P84243,7
P84550,2
P85037,4
P85298,2
P85298-2,1
P85299,3
P86452,2
P86790,2
P86791,3
P87889,1
P98073,1
P98082,6
P98082-3,1
P98088,1
P98095,1
P98153,2
P98155,1
P98155-2,1
P98160,2
P98161,1
P98164,3
P98168,3
P98169,2
P98170,4
P98171,3
P98172,2
P98173,1
P98174,1
P98175,9
P98175-2,2
P98175-3,2
P98175-4,3
P98175-5,2
P98177,1
P98179,2
P98182,1
P98182-3,1
P98187,1
P98194,2
P98194-2,1
P98194-3,1
P98194-4,1
P98194-5,1
P98194-6,1
P98196,2
P98198,1
P98198-2,1
P98198-4,1
P99999,9
Q00005,3
Q00013,5
Q00059,7
Q00169,4
Q00266,1
Q00325,8
Q00325-2,2
Q00341,9
Q00403,3
Q00444,2
Q00526,4
Q00532,2
Q00532-2,1
Q00534,4
Q00535,7
Q00535-2,2
Q00536,2
Q00537,3
Q00577,6
Q00587,3
Q00587-2,1
Q00597,1
Q00610,9
Q00610-2,4
Q00613-2,1
Q00613,4
Q00653,6
Q00653-4,1
Q00688,9
Q00722,3
Q00765,5
Q00796,7
Q00839,9
Q00839-2,5
Q00872,1
Q00888,1
Q00973,3
Q00975,1
Q00975-2,1
Q00978,3
Q00987,3
Q00987-10,1
Q00987-11,1
Q00987-5,1
Q00987-7,1
Q00987-9,1
Q00994,1
Q00G26,1
Q01081-3,1
Q01081,6
Q01081-2,1
Q01082-3,2
Q01082,8
Q01082-2,2
Q01085,5
Q01085-2,3
Q01094,4
Q01105-3,1
Q01105,9
Q01105-2,5
Q01105-4,1
Q01113,1
Q01118,2
Q01130,5
Q01130-2,2
Q01151,1
Q01167,5
Q01196-3,2
Q01196,3
Q01196-10,2
Q01196-11,1
Q01196-2,2
Q01196-9,2
Q01196-4,2
Q01196-5,2
Q01196-6,2
Q01196-7,2
Q01196-8,2
Q01201,3
Q01415,2
Q01432,2
Q01433-4,1
Q01433,6
Q01433-2,1
Q01433-3,2
Q01433-5,1
Q01449,1
Q01459,2
Q01469,9
Q01484-2,1
Q01484,5
Q01518,9
Q01518-2,3
Q01534,1
Q01538,2
Q01543,3
Q01546,5
Q01581,6
Q01628,2
Q01629,1
Q01650,4
Q01658,5
Q01664,3
Q01668,1
Q01740,1
Q01780,7
Q01780-2,1
Q01804,3
Q01813,9
Q01813-2,2
Q01814,2
Q01814-2,1
Q01814-3,1
Q01814-4,1
Q01814-5,1
Q01814-6,1
Q01814-7,1
Q01814-8,1
Q01826,4
Q01831,6
Q01844,6
Q01844-5,2
Q01850,2
Q01860,4
Q01954,4
Q01955,3
Q01955-5,1
Q01959,1
Q01968,2
Q01968-2,2
Q01970,6
Q01973,2
Q01974,3
Q01995,5
Q02040,4
Q02078,3
Q02078-2,2
Q02078-3,3
Q02078-4,2
Q02078-5,2
Q02078-6,1
Q02078-7,1
Q02078-8,1
Q02080-2,1
Q02080,1
Q02083,2
Q02086-2,1
Q02086,1
Q02094,1
Q02108,1
Q02127,3
Q02153,3
Q02156,3
Q02161,1
Q02218,5
Q02218-2,2
Q02221,1
Q02223,2
Q02224,5
Q02241,5
Q02241-2,1
Q02241-3,1
Q02252,6
Q02252-2,1
Q02297,1
Q02318,2
Q02338,3
Q02363,2
Q02383,2
Q02386,5
Q02388,3
Q02413,1
Q02446,1
Q02447,4
Q02447-3,1
Q02487,3
Q02535,3
Q02539,6
Q02543,9
Q02548,1
Q02556,3
Q02641,1
Q02742,1
Q02750,5
Q02763,1
Q02779,1
Q02790,9
Q02809,4
Q02817,1
Q02818,6
Q02833,1
Q02878,8
Q02880,9
Q02880-2,4
Q02930,2
Q02930-2,1
Q02952-2,1
Q02952,7
Q02962,2
Q02978,4
Q03001,8
Q03013,4
Q03013-2,1
Q03014,2
Q03060,1
Q03111,3
Q03112,3
Q03112-3,1
Q03112-4,1
Q03113,2
Q03135,7
Q03135-2,2
Q03154,4
Q03164,5
Q03164-2,4
Q03164-3,2
Q03167,3
Q03169,5
Q03181-2,1
Q03188,4
Q03252,8
Q03393,3
Q03405-2,1
Q03405,2
Q03426,3
Q03468,6
Q03518,2
Q03519,2
Q03692,1
Q03701,7
Q03923,3
Q03924,2
Q03933,3
Q03933-2,1
Q03936,5
Q03936-3,1
Q03938,3
Q03989,3
Q04206,5
Q04206-2,3
Q04206-3,3
Q04206-4,3
Q04323,3
Q04323-2,3
Q04446,5
Q04637-9,5
Q04637,8
Q04637-3,3
Q04637-4,3
Q04637-5,3
Q04637-6,4
Q04637-7,3
Q04637-8,3
Q04656,3
Q04671,1
Q04695,4
Q04721,4
Q04724,6
Q04725,4
Q04726,6
Q04726-4,1
Q04727,5
Q04727-2,1
Q04727-3,1
Q04741,1
Q04743,1
Q04759-3,2
Q04759,2
Q04759-2,2
Q04760,6
Q04760-2,3
Q04771,3
Q04828,5
Q04837,7
Q04864,3
Q04864-2,1
Q04900,1
Q04912,1
Q04912-2,1
Q04917,8
Q05048,2
Q05066,1
Q05084-3,1
Q05084,1
Q05084-2,1
Q05086,2
Q05086-2,1
Q05193,7
Q05193-2,1
Q05193-3,1
Q05193-5,1
Q05195-2,1
Q05195,2
Q05209,5
Q05315,2
Q05397,5
Q05469,1
Q05481,3
Q05481-2,1
Q05513,2
Q05513-2,1
Q05516,4
Q05519,5
Q05586,1
Q05639,7
Q05655,3
Q05655-2,2
Q05682-6,1
Q05682,9
Q05682-2,1
Q05682-3,2
Q05682-4,3
Q05682-5,1
Q05707,4
Q05823,4
Q05923,1
Q05932,2
Q05932-3,1
Q05940,1
Q05996,1
Q05BE5,1
Q05BQ5,4
Q05BV3,4
Q05C16,2
Q05CH1,1
Q05D32,6
Q05D32-2,3
Q05D57,1
Q05DH4,3
Q05GC8,3
Q06033,3
Q06055,2
Q06124,6
Q06124-1,2
Q06124-3,2
Q06136,3
Q06187,3
Q06190,4
Q06203,7
Q06210,5
Q06210-2,1
Q06265,5
Q06265-2,2
Q06278,5
Q06323-3,1
Q06323,6
Q06323-2,1
Q06330,2
Q06413,3
Q06413-2,1
Q06413-3,1
Q06418,1
Q06481,3
Q06481-3,2
Q06520,1
Q06546,7
Q06547,5
Q06547-2,1
Q06547-3,1
Q06547-4,1
Q06587,3
Q06609,1
Q06609-2,2
Q06730,3
Q06730-2,1
Q06732,3
Q06787,2
Q06787-7,1
Q06830,10
Q06945,3
Q07001,1
Q07002,5
Q07002-3,1
Q07011,1
Q07020,5
Q07020-2,2
Q07021,8
Q07065,7
Q07075,1
Q07092,2
Q07092-2,1
Q07157,7
Q07157-2,1
Q07283,4
Q07325,2
Q07343,3
Q07343-4,1
Q07352,3
Q075Z2,1
Q07617,3
Q07666,9
Q07666-2,3
Q07666-3,2
Q07687,1
Q07812-2,2
Q07812-5,1
Q07812-8,1
Q07812,3
Q07817,2
Q07817-2,1
Q07817-3,1
Q07820,2
Q07820-2,1
Q07864,3
Q07866,8
Q07866-2,1
Q07866-3,1
Q07866-4,1
Q07866-5,1
Q07866-6,2
Q07866-7,1
Q07866-8,1
Q07866-9,1
Q07869,1
Q07889,3
Q07890,3
Q07912,2
Q07954,5
Q07955,7
Q07955-2,3
Q07955-3,2
Q07960,4
Q07973,4
Q08043,3
Q08050,4
Q08050-3,1
Q08116,2
Q08117,3
Q08117-2,1
Q08170,5
Q08174-2,1
Q08174,2
Q08188,2
Q08209,4
Q08209-2,1
Q08211,10
Q08257,7
Q08257-2,2
Q08257-3,2
Q08289-9,1
Q08345,2
Q08345-4,1
Q08357,3
Q08378,7
Q08379,5
Q08380,6
Q08426,5
Q08426-2,1
Q08431,2
Q08462,1
Q08477,2
Q08493,2
Q08495,3
Q08499,3
Q08499-6,1
Q08554,2
Q08623,4
Q08623-2,1
Q08623-3,1
Q08623-4,1
Q08629,3
Q08722,4
Q08722-2,1
Q08722-3,1
Q08722-4,1
Q08752,8
Q08828,1
Q08881,3
Q08945,8
Q08999,1
Q08AD1,4
Q08AD1-2,1
Q08AE8,2
Q08AF3-2,1
Q08AF3,7
Q08AG5,3
Q08AG7,2
Q08AH1,2
Q08AH3,2
Q08AM6,3
Q08AN1,4
Q08E86,1
Q08ER8,4
Q08J23,9
Q09013-10,1
Q09013-11,1
Q09013-12,1
Q09013-15,1
Q09013-2,1
Q09013,2
Q09019,2
Q09028,6
Q09028-2,2
Q09028-3,3
Q09161,8
Q09327,2
Q09328,3
Q09428,1
Q09470,1
Q09472,6
Q09666,11
Q09FC8,3
Q09FC8-2,1
Q09FC8-6,1
Q09GN1,1
Q09MP3,3
Q0D2I5,1
Q0D2I5-3,1
Q0D2I5-4,1
Q0D2I5-5,1
Q0D2J5,2
Q0IIM8,3
Q0IIM8-2,1
Q0JRZ9,6
Q0JRZ9-2,1
Q0P5N6,1
Q0P651,3
Q0P665,1
Q0P6D6,1
Q0PNE2,3
Q0PNE2-2,1
Q0PRL4,1
Q0VAA5,1
Q0VAA5-2,1
Q0VAF8,1
Q0VAQ4,1
Q0VD83,1
Q0VD86,1
Q0VDD8,3
Q0VDD8-2,1
Q0VDD8-4,1
Q0VDF9,4
Q0VDG4,2
Q0VF96,4
Q0VFZ6,3
Q0VG06,2
Q0VG06-3,1
Q0VGD4,1
Q0VGE6,1
Q0VGE8,2
Q0VGL1,4
Q0Z7S8,1
Q0ZGT2,5
Q0ZLH3,2
Q10469,3
Q10471,7
Q10472,3
Q10567,4
Q10567-2,2
Q10567-3,1
Q10567-4,1
Q10570,6
Q10571,2
Q10586,3
Q10587,3
Q10589,4
Q10589-2,1
Q10713,8
Q10713-2,2
Q11130,1
Q11201,1
Q11203,1
Q11206,2
Q12756,3
Q12765,3
Q12765-3,1
Q12766,3
Q12767,2
Q12767-2,1
Q12768,5
Q12769,4
Q12770,2
Q12770-3,1
Q12770-4,1
Q12772,3
Q12774,1
Q12778,1
Q12788,6
Q12789,6
Q12789-3,3
Q12792,7
Q12792-4,2
Q12794,1
Q12796,2
Q12797,6
Q12798,3
Q12799,1
Q12800,3
Q12802-2,2
Q12802-4,1
Q12802,7
Q12805-2,1
Q12805,1
Q12809,1
Q12815,2
Q12816,2
Q12824,4
Q12824-2,1
Q12829,1
Q12830,6
Q12830-2,2
Q12830-4,2
Q12834,4
Q12837,2
Q12840,4
Q12841,1
Q12846,4
Q12849,6
Q12851,3
Q12852,1
Q12857,3
Q12857-4,1
Q12860-2,1
Q12860,4
Q12864,1
Q12866,1
Q12870,1
Q12872,5
Q12872-2,1
Q12873-2,1
Q12873-3,1
Q12873,5
Q12874,9
Q12879,2
Q12882,4
Q12884,4
Q12887,1
Q12888,5
Q12888-2,3
Q12891,1
Q12893,1
Q12894,4
Q12899,3
Q12901,1
Q12904,7
Q12904-2,2
Q12905,8
Q12906,9
Q12906-2,2
Q12906-3,2
Q12906-4,2
Q12906-5,3
Q12906-6,2
Q12906-7,5
Q12907,6
Q12908,1
Q12912,4
Q12913,3
Q12923,3
Q12926-2,1
Q12926,1
Q12929,4
Q12931,7
Q12931-2,2
Q12933,4
Q12933-2,2
Q12933-4,1
Q12934,2
Q12946,3
Q12947,3
Q12948,1
Q12952,1
Q12955,4
Q12959,3
Q12959-2,2
Q12959-3,1
Q12959-4,1
Q12959-5,1
Q12959-7,1
Q12959-6,1
Q12962,4
Q12965,4
Q12967,1
Q12968,3
Q12972,5
Q12974-2,1
Q12974,3
Q12979,3
Q12980,4
Q12981,3
Q12981-1,1
Q12982,3
Q12983,2
Q12986,4
Q12986-2,1
Q12986-3,1
Q12996,6
Q13002,4
Q13007,1
Q13009,2
Q13011,8
Q13015,3
Q13017,3
Q13023,4
Q13029-2,1
Q13029,6
Q13033,4
Q13033-2,1
Q13042,3
Q13042-3,1
Q13043-2,1
Q13043,4
Q13045,8
Q13045-2,3
Q13049,4
Q13057,5
Q13057-2,1
Q13061,5
Q13064,1
Q13075,3
Q13077,1
Q13084,5
Q13085-2,2
Q13085-3,2
Q13085-4,2
Q13085,6
Q13087,3
Q13093,2
Q13094,4
Q13098,6
Q13098-5,1
Q13098-7,1
Q13099,1
Q13099-3,1
Q13105-2,1
Q13105-3,1
Q13105,3
Q13106,1
Q13107,2
Q13107-2,2
Q13111,6
Q13112,4
Q13114,4
Q13115,2
Q13117,1
Q13118,3
Q13123,7
Q13126,3
Q13127,3
Q13129,4
Q13131,4
Q13131-2,3
Q13133,2
Q13136,6
Q13137,4
Q13144,2
Q13145,2
Q13148,8
Q13151,7
Q13153,4
Q13153-2,1
Q13155,4
Q13158,4
Q13162,7
Q13163-4,1
Q13163,2
Q13164,4
Q13164-3,1
Q13164-4,1
Q13177,6
Q13185,8
Q13188,2
Q13190,5
Q13191,5
Q13200,7
Q13201,3
Q13203,1
Q13206,7
Q13207,1
Q13216,3
Q13217,7
Q13219,2
Q13224,2
Q13227,5
Q13228,5
Q13232,2
Q13233,2
Q13237,3
Q13239,2
Q13242,6
Q13243,8
Q13243-2,1
Q13243-3,1
Q13247,8
Q13247-3,4
Q13255,2
Q13257,3
Q13258,1
Q13263,7
Q13263-2,3
Q13268,6
Q13275,2
Q13277,5
Q13277-2,1
Q13283,8
Q13285,5
Q13286,1
Q13286-3,1
Q13286-4,1
Q13287,4
Q13291,2
Q13303-2,2
Q13303-3,2
Q13303-4,2
Q13303-5,2
Q13303,2
Q13308-2,1
Q13308-3,1
Q13308-4,1
Q13308-5,2
Q13308,2
Q13309,3
Q13309-2,1
Q13310,8
Q13310-2,2
Q13310-3,1
Q13315,5
Q13316,3
Q13319,1
Q13322,3
Q13322-3,1
Q13323,1
Q13325,3
Q13330,7
Q13330-2,1
Q13330-3,2
Q13332,2
Q13342,2
Q13347,7
Q13351,2
Q13352,2
Q13352-2,1
Q13356,5
Q13356-2,2
Q13361,1
Q13362,5
Q13362-2,4
Q13362-3,1
Q13363,4
Q13367,2
Q13368,2
Q13370,2
Q13371,1
Q13387,1
Q13393,3
Q13393-2,1
Q13393-3,1
Q13393-4,2
Q13394,2
Q13395,4
Q13398,3
Q13402,3
Q13404,3
Q13405,3
Q13409-3,1
Q13409,7
Q13415,4
Q13416,4
Q13418,7
Q13421,2
Q13422,3
Q13423,7
Q13424,4
Q13425,3
Q13426,7
Q13426-2,1
Q13426-3,2
Q13427,7
Q13428,8
Q13428-3,1
Q13428-4,1
Q13428-6,1
Q13428-8,1
Q13428-2,1
Q13432,2
Q13433,3
Q13434,1
Q13435,8
Q13438,5
Q13438-2,1
Q13438-3,1
Q13439-4,1
Q13439,7
Q13442,7
Q13443,4
Q13444,1
Q13444-10,1
Q13445,1
Q13451,7
Q13454,3
Q13454-2,1
Q13459,5
Q13464,7
Q13469,2
Q13469-4,1
Q13470,2
Q13470-2,1
Q13472,2
Q13474,2
Q13478,1
Q13480,1
Q13485,4
Q13487,1
Q13488,1
Q13489,1
Q13490,1
Q13492-2,1
Q13492-3,1
Q13492,7
Q13495-4,1
Q13495,2
Q13496,2
Q13496-2,1
Q13501,6
Q13501-2,1
Q13503,1
Q13505,6
Q13505-2,1
Q13506,3
Q13508,3
Q13509,8
Q13510,3
Q13515,1
Q13516,2
Q13523,10
Q13526,4
Q13530,1
Q13535,5
Q13535-2,2
Q13535-3,1
Q13541,5
Q13542,1
Q13546,5
Q13547,8
Q13554,4
Q13554-2,1
Q13554-3,1
Q13554-4,1
Q13554-5,1
Q13554-6,1
Q13554-7,1
Q13555,4
Q13555-2,1
Q13555-3,1
Q13555-4,1
Q13555-5,1
Q13555-6,2
Q13555-7,1
Q13555-8,1
Q13555-9,1
Q13557,4
Q13557-10,1
Q13557-11,2
Q13557-3,1
Q13557-4,2
Q13557-5,1
Q13557-6,1
Q13557-8,1
Q13557-9,1
Q13561,8
Q13563,1
Q13564,4
Q13564-4,2
Q13568,2
Q13568-5,1
Q13569,5
Q13571,1
Q13572,3
Q13573,6
Q13574,3
Q13576,5
Q13576-2,1
Q13576-3,1
Q13586,7
Q13588,1
Q13591,1
Q13595,5
Q13595-2,1
Q13595-4,1
Q13595-3,1
Q13596,5
Q13596-2,2
Q13596-3,2
Q13601,8
Q13608-3,1
Q13608,1
Q13610,5
Q13613,2
Q13613-2,1
Q13614,3
Q13615,2
Q13616,9
Q13617,7
Q13617-2,2
Q13618,8
Q13618-3,1
Q13619,8
Q13619-2,1
Q13620,8
Q13620-1,2
Q13621,2
Q13621-3,1
Q13625,4
Q13625-2,1
Q13625-3,1
Q13627,5
Q13627-2,2
Q13627-3,2
Q13627-4,2
Q13627-5,2
Q13630,4
Q13634,2
Q13635,1
Q13636,2
Q13637,3
Q13641,2
Q13642,6
Q13642-1,2
Q13642-3,1
Q13642-4,2
Q13642-5,1
Q13643,3
Q13651,1
Q13671,2
Q13671-2,1
Q13683,1
Q13685,4
Q13686,2
Q13698,1
Q13705,1
Q13724,4
Q13733,2
Q13740-2,1
Q13740,5
Q13751,3
Q13753-2,1
Q13753,5
Q13761,4
Q13761-2,1
Q13765,6
Q13769,5
Q13772,2
Q13772-2,1
Q13794,1
Q13795,2
Q13795-4,1
Q13796,4
Q13797,3
Q13813,8
Q13813-2,1
Q13813-3,1
Q13823,7
Q13825,6
Q13829,2
Q13835,1
Q13838,6
Q13838-2,5
Q13867,7
Q13868,5
Q13873,3
Q13882,3
Q13884,3
Q13885,4
Q13886,2
Q13887,3
Q13887-2,1
Q13887-4,1
Q13888,4
Q13889,4
Q13895,6
Q13901,4
Q13905,2
Q13905-2,1
Q13907,5
Q13907-2,3
Q13936,1
